,source,label,message_idx,author,time,text,translated text
212,PJ chats,1,1,Billy Joe,7:13,you can call me while walking the dog,Billy Joe: 강아지를 산책시키면서 나한테 전화해도 돼.  
213,PJ chats,1,1,Billy Joe,7:13,Put your phone in your pocket,Billy Joe: 전화기를 주머니에 넣어.  
214,PJ chats,1,1,Billy Joe,7:14,Take it outside and call me,Billy Joe: 밖으로 나가서 나한테 전화해.
215,PJ chats,1,2,decoy,7:53,Sorry my mom is up and rushing me i have to start school at 8 and have to get online I am gonna try to send some pics quick and text u when I get a break,"미안해, 엄마가 일어나서 나를 재촉하고 있어. 8시에 학교를 시작해야 하고 온라인에 접속해야 해. 사진 몇 장을 빨리 보내고, 쉬는 시간에 문자할게.  "
216,PJ chats,1,2,decoy,8:00,I don't think I can send pics from gmail to your phone gonna keep trying do u have an email address,내가 Gmail에서 너의 전화로 사진을 보낼 수 있을 것 같지 않아. 계속 시도해볼게. 이메일 주소가 있어?  
217,PJ chats,1,2,Billy Joe,8:00,Hold on k,잠깐만.
218,PJ chats,1,2,Billy Joe,8:06,"I don't hve one. But I know my sisters old gmail it still works. She is never ever on it. She only uses all now. She left her gmail account in my cell when she borrowed it one day. Pass word is Still there, I just checked.","나는 이메일 주소가 없어. 하지만 내 여동생의 오래된 Gmail 주소를 알고 있어. 아직도 작동해. 그녀는 절대 그걸 사용하지 않아. 지금은 다른 걸만 사용해. 그녀가 하루에 내 휴대폰을 빌렸을 때 Gmail 계정을 남겨두고 갔어. 비밀번호도 여전히 있어, 방금 확인했어.  "
219,PJ chats,1,2,decoy,8:08,Send me a quick mess at dancingmaddie757@gmail.com,dancingmaddie757@gmail.com으로 간단한 메시지를 보내줘.  
220,PJ chats,1,2,Billy Joe,8:08,U need to put me in ur cell contact list under a girl. Play it safe.,너는 나를 네 휴대폰 연락처 목록에 여자 이름으로 저장해야 해. 안전하게 하자.
221,PJ chats,1,2,decoy,8:09,Ok lol what should I call u lol,"좋아, 웃기네. 뭐라고 부르면 좋을까?  "
222,PJ chats,1,2,Billy Joe,8:11,U think of a name..something you will remember,네가 이름을 생각해봐. 기억할 수 있는 뭔가.  
223,PJ chats,1,2,Billy Joe,8:12,"I just sent you a message To gmail . It says, hey maddie","방금 Gmail로 메시지를 보냈어. ""안녕, 매디""라고 적혀 있어."
224,PJ chats,1,2,Billy Joe,8:13,From. *edited sister's account*,*여동생의 계정에서*  
225,PJ chats,1,2,Billy Joe,8:14,Its my sisters she never uses it. I don't even think she remembers the password..lol i still have the password in my phone..ha ha,"그건 내 여동생의 계정이야. 그녀는 절대 사용하지 않아. 비밀번호도 기억하는지 모르겠어. 웃기네, 나는 여전히 내 휴대폰에 비밀번호가 있어. 하하.  "
226,PJ chats,1,2,decoy,8:19,Ok gimme a min,"좋아, 잠깐만 줘."
227,PJ chats,1,2,Billy Joe,8:19,K..,응..  
228,PJ chats,1,2,Billy Joe,8:20,Omg I wish U had Ur cam..it would be Soooo fun..lol,"세상에, 네가 카메라가 있었으면 좋겠어. 정말 재미있을 텐데. 웃기네."
229,PJ chats,1,3,decoy,9:11,just sent u a few pics,decoy: 방금 몇 장의 사진을 보냈어.  
230,PJ chats,1,3,Billy Joe,9:12,K....my girl....,Billy Joe: 알겠어... 내 여자친구...  
231,PJ chats,1,3,Billy Joe,9:14,Beautiful,Billy Joe: 아름다워.  
232,PJ chats,1,3,Billy Joe,9:15,Love the one in the tan pants / blood shirt..wow,Billy Joe: 베이지색 바지와 붉은 셔츠 입은 사진이 정말 멋져... 와우.  
233,PJ chats,1,3,decoy,9:24,Lol thanks,"decoy: 하하, 고마워.  "
234,PJ chats,1,3,decoy,9:24,I have more but some have other people in them lol,"decoy: 더 많은 사진이 있지만, 몇 장은 다른 사람들이 나와 있어. 하하.  "
235,PJ chats,1,3,Billy Joe,9:26,It's ok..I love pictures,Billy Joe: 괜찮아... 나는 사진을 좋아해.  
236,PJ chats,1,3,decoy,9:26,Ok so should I send a couple more,decoy: 그럼 몇 장 더 보낼까?  
237,PJ chats,1,3,Billy Joe,9:28,Yeah,Billy Joe: 응.  
238,PJ chats,1,3,decoy,9:31,Kk will do in between school lol,"decoy: 알겠어, 학교 사이에 할게. 하하.  "
239,PJ chats,1,3,Billy Joe,9:32,What the Pics U just mention,Billy Joe: 방금 언급한 사진들?  
240,PJ chats,1,3,Billy Joe,9:33,How come yesterday U could chat all day..:(,Billy Joe: 어제는 하루 종일 채팅할 수 있었던 이유는 뭐야? :(  
241,PJ chats,1,3,decoy,9:34,Got break yesterday since still part of Easter break,decoy: 어제는 부활절 방학의 일환으로 쉬었어.  
242,PJ chats,1,3,Billy Joe,9:34,I c,Billy Joe: 알겠어.  
243,PJ chats,1,3,decoy,9:34,I have some more pics on my computer I can send,"decoy: 컴퓨터에 더 많은 사진이 있어, 보낼 수 있어.  "
244,PJ chats,1,3,Billy Joe,9:35,Plz do..lol,Billy Joe: 제발 보내줘... 하하.  
245,PJ chats,1,3,decoy,9:35,It's not the same schedule every day I do some on my own and some have like a class u sign into,"decoy: 매일 같은 일정은 아니야. 나는 혼자 하는 것도 있고, 수업에 등록해야 하는 것도 있어."
246,PJ chats,1,3,decoy,9:35,It's some program my mom pays for,decoy: 엄마가 돈을 내는 프로그램이야.  
247,PJ chats,1,3,Billy Joe,9:36,Ohhhh ok,"Billy Joe: 아, 그렇구나.  "
248,PJ chats,1,3,decoy,9:36,I hate when I have to sign in,decoy: 로그인해야 할 때가 싫어.  
249,PJ chats,1,3,decoy,9:36,But they can't see if u r paying attention lol,decoy: 하지만 그들은 네가 집중하고 있는지 볼 수 없어. 하하.  
250,PJ chats,1,3,decoy,9:37,It's still better than reg school,decoy: 일반 학교보다는 여전히 나아.  
251,PJ chats,1,3,Billy Joe,9:37,So r U a little more excited about spreading for me while I Lick U softly and gentel..,Billy Joe: 그럼 네가 나를 위해 퍼뜨리는 것에 대해 조금 더 기대하고 있어? 내가 부드럽게 핥아줄 때...  
252,PJ chats,1,3,decoy,9:37,Maybe lol,decoy: 아마도 하하.  
253,PJ chats,1,3,decoy,9:37,It sounds kinda nice,decoy: 좀 괜찮은 것 같아.  
254,PJ chats,1,3,decoy,9:38,Just don't do it hard,decoy: 그냥 세게 하지 마.  
255,PJ chats,1,3,Billy Joe,9:38,Tell the truth..I know u thought about it in bed last night..lok,Billy Joe: 진실을 말해봐... 어젯밤 침대에서 생각했지? 하하.  
256,PJ chats,1,3,Billy Joe,9:38,I won't...very soft,Billy Joe: 나는 안 할 거야... 아주 부드럽게.  
257,PJ chats,1,3,decoy,9:38,I did a lot,decoy: 많이 생각했어.  
258,PJ chats,1,3,Billy Joe,9:39,Mmmmmm. Nice,Billy Joe: 음... 좋네.  
259,PJ chats,1,3,Billy Joe,9:39,So u played a little...U did didn't U.,Billy Joe: 그래서 조금 놀았구나... 그랬지?  
260,PJ chats,1,3,decoy,9:39,I'm worried it might hurt,decoy: 아플까 봐 걱정이야.  
261,PJ chats,1,3,Billy Joe,9:39,Thinking of it,Billy Joe: 생각하고 있어.  
262,PJ chats,1,3,Billy Joe,9:40,It doesn't hurt,Billy Joe: 아프지 않아.
263,PJ chats,1,3,decoy,9:40,I did try to lol,"decoy: 나도 시도해봤어, 하하.  "
264,PJ chats,1,3,decoy,9:40,U sure lol,decoy: 정말 확신해? 하하.  
265,PJ chats,1,3,Billy Joe,9:40,Feels beautiful,Billy Joe: 기분이 정말 좋아.  
266,PJ chats,1,3,Billy Joe,9:40,Yes U will love it,"Billy Joe: 응, 너는 그것을 사랑할 거야.  "
267,PJ chats,1,3,decoy,9:40,I do wanna have an O lol,"decoy: 나도 오를 원해, 하하.  "
268,PJ chats,1,3,Billy Joe,9:41,Ohhhh U will baby,"Billy Joe: 오, 너는 그럴 거야, 아기야.  "
269,PJ chats,1,3,Billy Joe,9:41,U will cream,Billy Joe: 너는 흥분할 거야.  
270,PJ chats,1,3,decoy,9:41,OMG this talk is very distracting lol,"decoy: 세상에, 이 대화는 정말 방해가 돼, 하하.  "
271,PJ chats,1,3,decoy,9:41,What's that mean,decoy: 그게 무슨 뜻이야?  
272,PJ chats,1,3,Billy Joe,9:42,I'll start licking with Ur thongs on. Get those panties all wet.,Billy Joe: 너의 팬티를 입고 핥기 시작할 거야. 그 팬티를 다 젖게 만들 거야.  
273,PJ chats,1,3,Billy Joe,9:45,Would be easier when we meet up to not wear jeans. Running pants or something. Easier in the park..,Billy Joe: 우리가 만날 때는 청바지를 입지 않는 게 더 쉬울 거야. 운동복 같은 걸 입는 게 좋겠어. 공원에서 더 편할 거야.  
274,PJ chats,1,3,decoy,9:45,Maybe a skirt?,decoy: 치마는 어때?  
275,PJ chats,1,3,Billy Joe,9:46,Omg..yes,"Billy Joe: 세상에, 그래!  "
276,PJ chats,1,3,decoy,9:46,Ok hopefully it will be warm enough lol,"decoy: 알겠어, 날씨가 따뜻하길 바래, 하하.  "
277,PJ chats,1,3,decoy,9:47,U sure nobody will see us in park lol,decoy: 공원에서 아무도 우리를 보지 않을 거라고 확신해? 하하.  
278,PJ chats,1,3,Billy Joe,9:47,"I was going to suggest a skirt But i didn't want your mom to get suspicious If you went walking in a, skirt","Billy Joe: 치마를 제안하려고 했는데, 네가 치마를 입고 산책하면 네 엄마가 의심할까 봐 걱정했어.  "
279,PJ chats,1,3,Billy Joe,9:47,No..there's lots of trails in the park,Billy Joe: 아니야... 공원에는 많은 산책로가 있어.
280,PJ chats,1,3,decoy,9:48,Ok. I don't think she would think it was weird but I want to go on a day when she isn't here,"decoy: 알겠어. 그녀가 이상하게 생각하지는 않을 것 같지만, 그녀가 없는 날에 가고 싶어.  "
281,PJ chats,1,3,Billy Joe,9:48,I'll eatYour pussy out in the woods..U will be Sooooo turned on,Billy Joe: 숲에서 너의 음부를 핥아줄 거야... 너는 정말 흥분할 거야.  
282,PJ chats,1,3,decoy,9:48,She works at home and in an office and sometimes I don't know when she is where,"decoy: 그녀는 집에서도 일하고 사무실에서도 일하는데, 가끔 어디에 있는지 모르겠어.  "
283,PJ chats,1,3,decoy,9:49,If I am up to something I can't ask too much or she will get suspicious and keep better track of me lol,"decoy: 내가 뭔가를 하고 있으면 너무 많이 물어볼 수 없어서 그녀가 의심하게 되고 나를 더 잘 감시할 거야, 하하.  "
284,PJ chats,1,3,decoy,9:49,That sounds kinda fun,decoy: 그거 좀 재밌는 것 같아.  
285,PJ chats,1,3,Billy Joe,9:49,Does she ever let you walk to mcdonalds for an ice cream,Billy Joe: 그녀가 너를 맥도날드에 아이스크림 사러 가게 해주기도 해?  
286,PJ chats,1,3,decoy,9:50,She lets me walk most places if I take my phone and it isn't dark,decoy: 그녀는 내가 핸드폰을 가지고 있고 어두운 시간이 아닐 때 대부분의 곳에 가는 걸 허락해.  
287,PJ chats,1,3,decoy,9:50,But if I wanna be sneaky I do it when she goes to her office lol,decoy: 하지만 내가 몰래 하고 싶으면 그녀가 사무실에 갔을 때 가. 하하.  
288,PJ chats,1,3,decoy,9:51,I get paranoid,decoy: 나는 좀 불안해.  
289,PJ chats,1,3,Billy Joe,9:51,Well then it's easy,Billy Joe: 그럼 쉽겠네.  
290,PJ chats,1,3,Billy Joe,9:51,How far of a walk is it to mc dounalds from Ur house,Billy Joe: 너의 집에서 맥도날드까지 얼마나 걸어야 해?  
291,PJ chats,1,3,decoy,9:51,What is I sent more pics,decoy: 내가 더 많은 사진을 보낸다면 어때?  
292,PJ chats,1,3,Billy Joe,9:52,You won't have to be paranoid with me...i swear it's safe,Billy Joe: 나와 함께라면 불안해할 필요 없어... 안전하다고 맹세해.  
293,PJ chats,1,3,decoy,9:52,It's further than park but I can do it. Would be really easy if I biked but I don't ride bikes lol,"decoy: 공원보다 더 멀지만 할 수 있어. 자전거를 타면 정말 쉬울 텐데, 나는 자전거를 안 타. 하하.  "
294,PJ chats,1,3,Billy Joe,9:52,If she let's U walk most places.. we should be able to meet up easily maddie,"Billy Joe: 그녀가 대부분의 곳에 가는 걸 허락해준다면... 우리는 쉽게 만날 수 있을 거야, 매디.  "
295,PJ chats,1,3,decoy,9:52,I am more paranoid about my mom than u,decoy: 나는 너보다 엄마에 대해 더 불안해.  
296,PJ chats,1,3,decoy,9:53,I hate getting in trouble,decoy: 나는 문제가 생기는 게 싫어.
297,PJ chats,1,3,Billy Joe,9:53,Ur just scared and nervous..U don't hve to be baby,"Billy Joe: 너는 그냥 겁먹고 긴장한 거야... 아기야, 그럴 필요 없어.  "
298,PJ chats,1,3,decoy,9:53,Yes I know I can meet u I just want her to be gone when I do,"decoy: 맞아, 내가 너를 만날 수 있다는 걸 알아. 그냥 그때 그녀가 없었으면 좋겠어.  "
299,PJ chats,1,3,decoy,9:53,I get worried that she will take away my dance or make me go live with my dad or something,decoy: 그녀가 내 춤을 빼앗거나 아빠와 함께 살게 할까 봐 걱정이 돼.
300,PJ chats,1,4,decoy,12:26,Yes just me,"decoy: 네, 나 혼자야.  "
301,PJ chats,1,4,Billy Joe,12:27,Who set it up tho,Billy Joe: 누가 이걸 설정했어?  
302,PJ chats,1,4,decoy,12:27,I keep a yahoo one too,decoy: 나도 야후 계정 하나 있어.  
303,PJ chats,1,4,decoy,12:29,I will delete anything you want to send me,decoy: 네가 나에게 보내고 싶은 건 뭐든지 삭제할게.  
304,PJ chats,1,4,decoy,12:29,I did Y,decoy: 나는 Y를 했어.  
305,PJ chats,1,4,Billy Joe,12:34,Didn't want Ur parents looking into who was sending U mail Silly,"Billy Joe: 너의 부모님이 누가 너에게 메일을 보내는지 알아보는 걸 원하지 않았어, 바보야.  "
306,PJ chats,1,4,decoy,12:34,R u working tomorrow?,decoy: 너 내일 일해?  
307,PJ chats,1,4,Billy Joe,12:34,We both agreed we have to be smart,Billy Joe: 우리 둘 다 똑똑해야 한다고 동의했잖아.  
308,PJ chats,1,4,Billy Joe,12:34,Yea y?,"Billy Joe: 응, 왜?  "
309,PJ chats,1,4,Billy Joe,12:36,Yeah why what are you thinking,"Billy Joe: 응, 왜, 무슨 생각하고 있어?  "
310,PJ chats,1,4,decoy,12:36,I am looking at my moms schedule and she has something written on there that makes it look like she has to go in her office tomorrow. I am trying to fig it out without it seeming weird at all,"decoy: 나는 엄마의 일정을 보고 있는데, 내일 사무실에 가야 할 것처럼 적혀 있는 게 있어. 이상하게 보이지 않게 알아내려고 하고 있어.  "
311,PJ chats,1,4,decoy,12:36,I am working on it lol,"decoy: 지금 열심히 하고 있어, 웃겨.  "
312,PJ chats,1,4,Billy Joe,12:37,K,Billy Joe: 알겠어.  
313,PJ chats,1,4,Billy Joe,12:38,"Yea, But u don't kno what time she will go","Billy Joe: 응, 하지만 그녀가 몇 시에 갈지 모르잖아.  "
314,PJ chats,1,4,Billy Joe,12:38,Hard For me to plan if u don't know what time,Billy Joe: 몇 시인지 모르면 계획 세우기 힘들어.  
315,PJ chats,1,4,decoy,12:39,I am trying to fig out now doing my best,"decoy: 지금 알아내려고 노력 중이야, 최선을 다하고 있어.  "
316,PJ chats,1,4,Billy Joe,12:40,Ain't it easier to tell her you're going to go for a walk..if we're careful she won't see us together,Billy Joe: 그녀에게 산책 간다고 말하는 게 더 쉬운 거 아니야? 조심하면 우리를 함께 보지 않을 거야.  
317,PJ chats,1,4,Billy Joe,12:40,I will be off around 330 today,Billy Joe: 나는 오늘 3시 30분쯤 퇴근할 거야.  
318,PJ chats,1,4,Billy Joe,12:41,Can't you just go for a walk it's a nice day out,Billy Joe: 그냥 산책 가면 안 돼? 날씨가 좋잖아.  
319,PJ chats,1,4,decoy,12:44,Please I just need to be careful. If u can just wait a day or two I KNOW I can get there. She is here I am doing schoolwork and have dance again to tonight. I don't want to show up and have to leave after 10 min lol please,"decoy: 제발, 나는 조심해야 해. 하루 이틀만 기다려줄 수 있다면, 나는 꼭 갈 수 있어. 그녀가 여기 있고, 나는 학교 숙제를 하고 있고, 오늘 밤에도 춤 연습이 있어. 10분 후에 가야 하는 상황이 되고 싶지 않아, 제발.  "
320,PJ chats,1,4,Billy Joe,12:44,trying to think of something To make it easier on you. Okay are there any woods around your house..like a walking trail?,Billy Joe: 너를 위해 뭔가 쉽게 할 방법을 생각해보려고 해. 집 주변에 숲 같은 곳이 있어? 산책로 같은 거?  
321,PJ chats,1,4,Billy Joe,12:44,Okay,Billy Joe: 알겠어.  
322,PJ chats,1,4,Billy Joe,12:45,It's ok..I understand,Billy Joe: 괜찮아.. 이해해.  
323,PJ chats,1,4,decoy,12:46,I think the park is prob better I don't want to be near my house omg,"decoy: 공원이 더 나은 것 같아. 집 근처에 있고 싶지 않아, 제발.  "
324,PJ chats,1,4,Billy Joe,12:46,Ik,Billy Joe: 알아.  
325,PJ chats,1,4,Billy Joe,12:46,Ok..lol,Billy Joe: 알겠어.. 웃겨.  
326,PJ chats,1,4,Billy Joe,12:47,Did you see the new pictures i sent you to the gmail...ha ha,Billy Joe: 내가 너에게 보낸 새로운 사진들 봤어? 지메일로.. 하하.  
327,PJ chats,1,4,decoy,12:47,Just please know I want to come so bad and I will find a way. Just like u I have a nosy mom and I know how to get her off of back and what makes her worse,"decoy: 제발, 나는 정말 가고 싶고 방법을 찾을 거라는 걸 알아줬으면 해. 너처럼 나도 호기심 많은 엄마가 있고, 그녀를 어떻게 피할 수 있는지, 무엇이 더 나쁘게 만드는지 알아.  "
328,PJ chats,1,4,decoy,12:48,I will look at pics. Lol what are they,"decoy: 사진들을 볼게. 웃겨, 뭐야?  "
329,PJ chats,1,4,Billy Joe,12:49,Example pics of how i would like you to do,Billy Joe: 내가 원하는 방식의 예시 사진들이야.
330,PJ chats,1,4,Billy Joe,12:49,or something close to it,Billy Joe: 아니면 그와 비슷한 걸.  
331,PJ chats,1,4,Billy Joe,12:50,i swear to god if you did pics like that i would know you were serious,"Billy Joe: 맹세코, 네가 그런 사진을 찍었다면 내가 너가 진지하다는 걸 알았을 거야.  "
332,PJ chats,1,4,decoy,12:50,Ok maybe in person u have a cam?,"decoy: 알겠어, 혹시 직접 만나면 카메라 있어?  "
333,PJ chats,1,4,decoy,12:51,I might be willing to let u take a pic of me like that but I am no way sending that on a text,"decoy: 그런 사진을 찍는 건 허락할 수도 있지만, 절대 문자로 보내지는 않을 거야.  "
334,PJ chats,1,4,decoy,12:51,U never even sent me a pic of yourself,decoy: 너는 나에게 사진을 한 번도 보내지 않았잖아.  
335,PJ chats,1,4,Billy Joe,12:51,Yea...I would love to take Pics of u,Billy Joe: 응... 나는 너의 사진을 찍고 싶어.  
336,PJ chats,1,4,Billy Joe,12:52,I will,Billy Joe: 할 거야.  
337,PJ chats,1,4,decoy,12:52,U would? How would u keep them away from your mother?,decoy: 정말? 너는 어떻게 그것들을 너의 엄마에게서 숨길 건데?  
338,PJ chats,1,4,Billy Joe,12:52,Always make sure you delete all of your gmail i sent,Billy Joe: 내가 보낸 모든 Gmail은 항상 삭제하는 걸 잊지 마.  
339,PJ chats,1,4,decoy,12:53,Duh yeah!,decoy: 그건 당연하지!  
340,PJ chats,1,4,Billy Joe,12:54,Any pics i take of u i will only keep for a couple of days and delete them,"Billy Joe: 내가 너의 사진을 찍으면, 며칠만 보관하고 삭제할 거야.  "
341,PJ chats,1,4,decoy,12:57,U sure u will delete them,decoy: 정말 삭제할 거야?  
342,PJ chats,1,4,Billy Joe,12:59,Honest,Billy Joe: 솔직히.  
343,PJ chats,1,4,decoy,13:00,Ok. Will u send me a pic of you,decoy: 알겠어. 너의 사진을 나에게 보내줄래?  
344,PJ chats,1,4,Billy Joe,13:00,Sent Pics..gmail..not sure if you got them right away,Billy Joe: 사진 보냈어.. 지메일로.. 바로 받았는지 잘 모르겠어.  
345,PJ chats,1,4,Billy Joe,13:00,Check,Billy Joe: 확인해봐.  
346,PJ chats,1,4,decoy,13:02,Ok,decoy: 알겠어.  
347,PJ chats,1,4,Billy Joe,13:03,Maybe i'm not your type. Lol i guess you'll just have to look and see,"Billy Joe: 아마 내가 너의 타입이 아닐 수도 있어. 하하, 너는 그냥 보고 판단해야 할 거야.  "
348,PJ chats,1,4,decoy,13:04,Nice really cute I like them a lot,"decoy: 멋져, 정말 귀여워. 나는 그것들을 많이 좋아해.  "
349,PJ chats,1,4,Billy Joe,13:05,awwww..really,Billy Joe: 아웅.. 정말?  
350,PJ chats,1,4,Billy Joe,13:05,Honestly,Billy Joe: 솔직히.  
351,PJ chats,1,4,decoy,13:05,Yes I am totally serious I love the pics,"decoy: 응, 나는 정말 진지해. 나는 그 사진들이 마음에 들어.  "
352,PJ chats,1,4,Billy Joe,13:06,Ur sweet,Billy Joe: 너는 착하구나.  
353,PJ chats,1,4,Billy Joe,13:07,wanna see how beautiful my cock is...do u..lol,Billy Joe: 내 남자친구가 얼마나 아름다운지 보고 싶어... 너는? 하하.  
354,PJ chats,1,4,decoy,13:08,Maybe u wanna send it? I have never seen a real one bfore lol,decoy: 혹시 보내고 싶어? 나는 진짜 남자친구를 본 적이 없어. 하하.  
355,PJ chats,1,4,Billy Joe,13:09,Not sure if it would turn you on or not,Billy Joe: 너를 흥분시킬지 모르겠어.  
356,PJ chats,1,4,Billy Joe,13:09,What do you mean maybe i wanna send it,Billy Joe: 네가 보내고 싶다고?  
357,PJ chats,1,4,decoy,13:09,Lol I have always wanted to see one haha,"decoy: 하하, 나는 항상 하나를 보고 싶었어.  "
358,PJ chats,1,4,decoy,13:10,Do u wanna send it lol,decoy: 너는 보내고 싶어? 하하.  
359,PJ chats,1,4,Billy Joe,13:10,you can't be serious you've never seen one,"Billy Joe: 너는 진지하지 않겠지, 너는 한 번도 본 적이 없다고?"
360,PJ chats,1,4,decoy,13:11,Pics only never in person or anyone's I know that I like,"decoy: 사진만, 절대 직접 만나거나 내가 좋아하는 사람과는 안 해.  "
361,PJ chats,1,4,Billy Joe,13:11,So you have seen a real one just not one you have like,"Billy Joe: 그러니까 너는 진짜 남자친구를 본 적이 있지만, 네가 좋아하는 사람은 아니구나.  "
362,PJ chats,1,4,decoy,13:12,I never have seen one of someone I liked make sense,"decoy: 내가 좋아하는 사람의 것은 본 적이 없어, 이해해?  "
363,PJ chats,1,4,decoy,13:12,No lol like I have seen my little cousins run around naked and one time I googled it lol,"decoy: 아니, 하하. 나는 내 사촌들이 벌거벗고 뛰어다니는 걸 본 적이 있고, 한 번 구글링해본 적이 있어. 하하.  "
364,PJ chats,1,4,Billy Joe,13:12,I just pulled it out while driving...lol..it's crazy but i sent it..please delete it i don't want anyone to see it,"Billy Joe: 나는 운전하면서 꺼냈어... 하하.. 미친 짓이지만, 보냈어.. 제발 삭제해줘, 아무에게도 보이고 싶지 않아.  "
365,PJ chats,1,4,decoy,13:13,OMG lol that sounds dangerous hahah,"decoy: 세상에, 하하, 그건 위험해 보인다.  "
366,PJ chats,1,4,decoy,13:13,Hold on,decoy: 잠깐만.  
367,PJ chats,1,4,Billy Joe,13:13,So you have googled cocks..nice. mY naughty little girl,"Billy Joe: 그러니까 너는 남자친구를 구글링해본 적이 있구나.. 좋네, 내 naughty little girl.  "
368,PJ chats,1,4,decoy,13:14,OMG that is gigantic!!!!,"decoy: 세상에, 그거 엄청 크다!!!!  "
369,PJ chats,1,4,Billy Joe,13:14,Yeah i'm pretty big,"Billy Joe: 응, 나는 꽤 커.  "
370,PJ chats,1,4,Billy Joe,13:14,Do you like it,Billy Joe: 너는 좋아해?  
371,PJ chats,1,4,decoy,13:15,Yeah I do but kinda nervous since it's so big lol,"decoy: 응, 좋아하지만 너무 커서 좀 긴장돼. 하하.  "
372,PJ chats,1,4,decoy,13:15,That is so big OMG,"decoy: 그거 진짜 크다, 세상에.  "
373,PJ chats,1,4,Billy Joe,13:16,I wanna rub it on your tight little virgin pussy,Billy Joe: 나는 너의 꽉 찬 처녀의 엉덩이에 문지르고 싶어.  
374,PJ chats,1,4,Billy Joe,13:16,Don't worri..I won't try to put it in.. I promise,Billy Joe: 걱정하지 마.. 넣으려고 하진 않을게.. 약속해.  
375,PJ chats,1,4,Billy Joe,13:17,Well that sucks you're even more nervous now than you were before..lol.. maybe i shouldn't have sent that picture,"Billy Joe: 음, 그건 안 좋네, 너가 이전보다 더 긴장하고 있네.. 하하.. 아마 그 사진을 보내지 말았어야 했나 봐.  "
376,PJ chats,1,4,decoy,13:17,Ok that would really hurt,decoy: 그건 정말 아플 것 같아.  
377,PJ chats,1,4,decoy,13:17,No it's all good I swear,"decoy: 아니, 괜찮아, 맹세해.  "
378,PJ chats,1,4,decoy,13:18,I am excited and nervous lol,"decoy: 나는 신나고 긴장돼, 하하.  "
379,PJ chats,1,4,decoy,13:18,It's a really nice penis,decoy: 정말 멋진 남자친구야.  
380,PJ chats,1,4,Billy Joe,13:18,Gonna teach U how to Lick it..go down on it sum..jerk it til it explodes.,Billy Joe: 너에게 핥는 법을 가르쳐줄 거야.. 조금 내려가서.. 터질 때까지 자극해.  
381,PJ chats,1,4,Billy Joe,13:18,Thank u,Billy Joe: 고마워.  
382,PJ chats,1,4,decoy,13:19,Wow ok:),"decoy: 와, 알겠어 :)  "
383,PJ chats,1,4,Billy Joe,13:19,Do you think you would like to watch it orgasm,Billy Joe: 너는 그것이 오르가즘을 느끼는 걸 보고 싶어할 것 같아.  
384,PJ chats,1,4,decoy,13:19,Yea never seen that either but heard about it lol,"decoy: 응, 그것도 본 적이 없지만 들어본 적은 있어. 하하.  "
385,PJ chats,1,4,Billy Joe,13:20,i'm going to turn you into such a naughty little girl,Billy Joe: 나는 너를 정말 naughty little girl로 만들어줄 거야.  
386,PJ chats,1,4,decoy,13:20,What does that mean lol,decoy: 그게 무슨 뜻이야? 하하.  
387,PJ chats,1,4,Billy Joe,13:21,U will love fooling around..U will see,Billy Joe: 너는 놀아보는 걸 좋아하게 될 거야.. 너는 알게 될 거야.  
388,PJ chats,1,4,decoy,13:22,I think I might,decoy: 나는 그럴 것 같아.  
389,PJ chats,1,4,Billy Joe,13:23,U will baby,"Billy Joe: 너는 그럴 거야, 아기야."
390,PJ chats,1,4,Billy Joe,13:24,Wanna see what position i would love to lick your pussy In..,Billy Joe: 너의 엉덩이를 핥고 싶은 자세를 보여줄래?  
391,PJ chats,1,4,decoy,13:24,yes,decoy: 응.  
392,PJ chats,1,4,Billy Joe,13:25,K..hold on,Billy Joe: 알겠어.. 잠깐만.  
393,PJ chats,1,4,Billy Joe,13:27,It's there. Check,Billy Joe: 거기 있어. 확인해봐.  
394,PJ chats,1,4,Billy Joe,13:27,S*** it says its still sending,"Billy Joe: 젠장, 아직 전송 중이라고 나와.  "
395,PJ chats,1,4,decoy,13:28,I got it lol,"decoy: 받았어, 하하.  "
396,PJ chats,1,4,Billy Joe,13:28,I sent two tho,Billy Joe: 두 개 보냈어.  
397,PJ chats,1,4,decoy,13:29,Ok lemme check,"decoy: 알겠어, 확인해볼게.  "
398,PJ chats,1,4,decoy,13:30,I got it. That may be weird to do in the woods lol,"decoy: 받았어. 숲에서 하는 건 좀 이상할 것 같아, 하하.  "
399,PJ chats,1,4,Billy Joe,13:30,You think you would want to try that..bent over while i lick it,Billy Joe: 너는 그걸 시도해보고 싶다고 생각해? 내가 핥는 동안 엎드려서.  
400,PJ chats,1,4,Billy Joe,13:31,No way..it would be so much fun in the woods,Billy Joe: 절대 안 돼.. 숲에서 하는 건 정말 재밌을 거야.  
401,PJ chats,1,4,Billy Joe,13:32,So do you have firm hard little titties,Billy Joe: 너는 단단하고 작은 가슴이 있어?  
402,PJ chats,1,4,decoy,13:32,U think lol I would be willing to try it as long as u r careful with me.,decoy: 너는 그렇게 생각해? 하하. 나는 네가 조심해준다면 시도해볼 의향이 있어.  
403,PJ chats,1,4,Billy Joe,13:33,i promise to be careful i swear,"Billy Joe: 조심할게, 맹세해.  "
